iter	Passed	Remaining
202	3195	12547
203	3211	12530
204	3227	12515
205	3243	12500
206	3258	12483
207	3274	12466
208	3289	12449
209	3305	12434
210	3320	12417
211	3337	12404
212	3353	12391
213	3368	12373
214	3384	12357
215	3401	12346
216	3418	12334
217	3434	12318
218	3449	12303
219	3465	12286
220	3480	12269
221	3497	12256
222	3513	12241
223	3528	12224
224	3544	12208
225	3562	12202
226	3578	12184
227	3593	12169
228	3609	12153
229	3625	12136
230	3641	12121
231	3662	12125
232	3678	12110
233	3693	12091
234	3709	12074
235	3724	12057
236	3741	12045
237	3756	12027
238	3771	12009
239	3787	11994
240	3803	11978
241	3818	11960
242	3834	11944
243	3849	11927
244	3865	11913
245	3881	11897
246	3899	11888
247	3916	11876
248	3934	11865
249	3951	11853
250	3968	11841
251	3984	11826
252	4000	11810
253	4016	11797
254	4034	11787
255	4052	11778
256	4070	11768
257	4087	11754
258	4103	11740
259	4118	11722
260	4135	11708
261	4150	11691
262	4165	11674
263	4182	11659
264	4197	11643
265	4212	11624
266	4227	11607
267	4244	11592
268	4260	11578
269	4277	11564
270	4294	11552
271	4310	11537
272	4327	11524
273	4343	11509
274	4358	11491
275	4374	11474
276	4391	11461
277	4407	11445
278	4422	11428
279	4438	11413
280	4454	11397
281	4469	11379
282	4485	11363
283	4501	11348
284	4517	11333
285	4533	11317
286	4549	11301
287	4564	11285
288	4580	11268
289	4595	11252
290	4612	11238
291	4628	11223
292	4645	11208
293	4661	11194
294	4678	11181
295	4695	11166
296	4710	11150
297	4728	11137
298	4744	11123
299	4761	11109
300	4778	11097
301	4795	11084
302	4813	11073
303	4831	11062
304	4848	11048
305	4864	11033
306	4882	11020
307	4898	11005
308	4915	10991
309	4932	10978
310	4948	10963
311	4965	10949
312	4982	10935
313	5000	10924
314	5017	10912
315	5036	10902
316	5054	10891
317	5071	10875
318	5089	10865
319	5105	10849
320	5123	10837
321	5140	10823
322	5156	10808
323	5173	10793
324	5189	10777
325	5205	10763
326	5222	10747
327	5238	10732
328	5255	10718
329	5270	10701
330	5299	10711
331	5316	10696
332	5333	10682
333	5349	10667
334	5366	10652
335	5381	10635
336	5399	10623
337	5416	10608
338	5434	10596
339	5451	10582
340	5467	10566
341	5483	10550
342	5500	10536
343	5517	10522
344	5534	10507
345	5551	10493
346	5568	10479
347	5585	10465
348	5602	10449
349	5617	10433
350	5634	10418
351	5650	10402
352	5667	10387
353	5684	10372
354	5699	10356
355	5726	10359
356	5742	10342
357	5758	10327
358	5775	10311
359	5791	10295
360	5807	10279
361	5824	10264
362	5840	10249
363	5856	10233
364	5873	10218
365	5889	10202
366	5905	10186
367	5921	10170
368	5938	10155
369	5954	10138
370	5970	10121
371	5987	10108
372	6003	10091
373	6021	10078
374	6039	10065
375	6057	10053
376	6076	10041
377	6093	10027
378	6110	10012
379	6127	9997
380	6143	9981
381	6160	9966
382	6175	9949
383	6192	9934
384	6209	9919
385	6225	9902
386	6241	9886
387	6257	9870
388	6273	9853
389	6291	9840
390	6307	9824
391	6324	9809
392	6340	9793
393	6357	9777
394	6373	9761
395	6389	9746
396	6408	9734
397	6429	9725
398	6446	9709
399	6461	9692
400	6478	9676
401	6494	9661
402	6510	9645
403	6526	9628
404	6541	9610
405	6556	9592
406	6571	9575
407	6588	9559
408	6604	9543
409	6620	9526
410	6636	9510
411	6651	9493
412	6666	9475
413	6682	9458
414	6699	9443
415	6714	9426
416	6729	9409
417	6745	9392
418	6761	9375
419	6777	9359
420	6792	9341
421	6808	9325
422	6824	9309
423	6840	9292
424	6856	9275
425	6871	9259
426	6887	9242
427	6904	9228
428	6921	9212
429	6936	9194
430	6952	9178
431	6969	9163
432	6984	9145
433	6999	9128
434	7016	9113
435	7034	9099
436	7054	9088
437	7072	9074
438	7090	9061
439	7108	9046
440	7125	9032
441	7142	9017
442	7158	9001
443	7182	8994
444	7198	8978
445	7215	8962
446	7231	8946
447	7247	8929
448	7262	8911
449	7277	8894
450	7293	8878
451	7309	8861
452	7327	8847
453	7343	8831
454	7359	8815
455	7376	8800
456	7394	8785
457	7411	8770
458	7428	8755
459	7444	8739
460	7460	8722
461	7476	8706
462	7492	8689
463	7508	8673
464	7527	8660
465	7543	8643
466	7558	8626
467	7574	8610
468	7590	8593
469	7605	8576
470	7621	8560
471	7637	8543
472	7653	8527
473	7669	8510
474	7685	8494
475	7701	8478
476	7717	8461
477	7733	8445
478	7749	8428
479	7764	8411
480	7779	8394
481	7795	8377
482	7810	8360
483	7826	8343
484	7842	8327
485	7867	8321
486	7883	8304
487	7898	8287
488	7914	8270
489	7930	8253
490	7945	8237
491	7962	8221
492	7978	8205
493	7994	8188
494	8009	8171
495	8026	8156
496	8044	8141
497	8061	8126
498	8077	8109
499	8093	8093
500	8109	8077
501	8125	8060
502	8140	8043
503	8156	8027
504	8172	8010
505	8188	7994
506	8204	7977
507	8220	7961
508	8235	7944
509	8250	7927
510	8266	7910
511	8282	7894
512	8297	7877
513	8314	7861
514	8330	7844
515	8345	7827
516	8361	7811
517	8377	7795
518	8394	7779
519	8411	7764
520	8426	7747
521	8442	7730
522	8457	7713
523	8473	7697
524	8489	7680
525	8505	7664
526	8521	7648
527	8537	7631
528	8552	7614
529	8568	7598
530	8583	7581
531	8600	7565
532	8615	7548
533	8630	7531
534	8646	7515
535	8662	7499
536	8678	7482
537	8694	7466
538	8710	7450
539	8725	7433
540	8741	7416
541	8758	7400
542	8773	7384
543	8789	7367
544	8805	7351
545	8821	7335
546	8837	7318
547	8853	7302
548	8869	7285
549	8884	7269
550	8900	7252
551	8916	7236
552	8933	7220
553	8949	7204
554	8965	7188
555	8982	7173
556	9001	7158
557	9019	7144
558	9036	7128
559	9054	7113
560	9070	7097
561	9086	7081
562	9103	7066
563	9120	7050
564	9136	7034
565	9153	7018
566	9170	7002
567	9186	6987
568	9202	6970
569	9218	6954
570	9235	6939
571	9251	6922
572	9268	6906
573	9284	6890
574	9301	6874
575	9318	6859
576	9336	6844
577	9354	6829
578	9371	6814
579	9389	6799
580	9406	6783
581	9423	6767
582	9440	6752
583	9458	6737
584	9476	6722
585	9495	6708
586	9513	6693
587	9530	6678
588	9547	6662
589	9565	6647
590	9582	6631
591	9599	6616
592	9617	6600
593	9633	6584
594	9650	6568
595	9666	6552
596	9684	6537
597	9701	6521
598	9718	6505
599	9734	6489
600	9751	6473
601	9767	6457
602	9789	6445
603	9808	6430
604	9825	6415
605	9842	6399
606	9859	6383
607	9876	6367
608	9894	6352
609	9910	6336
610	9928	6321
611	9945	6305
612	9962	6289
613	9979	6273
614	9995	6257
615	10011	6240
616	10028	6225
617	10046	6209
618	10064	6194
619	10080	6178
620	10099	6163
621	10115	6147
622	10130	6130
623	10147	6114
624	10164	6098
625	10179	6081
626	10197	6066
627	10213	6049
628	10229	6033
629	10245	6017
630	10260	6000
631	10276	5983
632	10292	5967
633	10308	5951
634	10324	5934
635	10339	5917
636	10356	5901
637	10371	5884
638	10386	5867
639	10403	5851
640	10419	5835
641	10434	5818
642	10450	5802
643	10466	5785
644	10482	5769
645	10498	5753
646	10515	5737
647	10532	5721
648	10550	5705
649	10566	5689
650	10583	5673
651	10599	5657
652	10616	5641
653	10636	5627
654	10652	5611
655	10668	5594
656	10684	5578
657	10702	5562
658	10718	5546
659	10735	5530
660	10752	5514
661	10769	5498
662	10785	5482
663	10802	5466
664	10819	5450
665	10835	5433
666	10851	5417
667	10868	5401
668	10884	5385
669	10901	5369
670	10917	5352
671	10933	5336
672	10950	5320
673	10966	5304
674	10982	5287
675	10998	5271
676	11014	5255
677	11031	5239
678	11049	5223
679	11067	5208
680	11083	5191
681	11099	5175
682	11116	5159
683	11133	5143
684	11150	5127
685	11166	5111
686	11182	5094
687	11199	5078
688	11215	5062
689	11232	5046
690	11248	5030
691	11264	5013
692	11281	4997
693	11297	4981
694	11313	4965
695	11330	4949
696	11351	4934
697	11371	4920
698	11389	4904
699	11406	4888
700	11422	4872
701	11438	4855
702	11455	4839
703	11471	4823
704	11488	4807
705	11504	4790
706	11520	4774
707	11538	4758
708	11555	4742
709	11571	4726
710	11587	4709
711	11603	4693
712	11621	4678
713	11638	4661
714	11655	4646
715	11674	4630
716	11692	4615
717	11710	4599
718	11727	4583
719	11746	4568
720	11764	4552
721	11782	4536
722	11799	4520
723	11815	4504
724	11831	4487
725	11848	4471
726	11865	4455
727	11881	4439
728	11898	4423
729	11913	4406
730	11930	4390
731	11947	4374
732	11964	4358
733	11980	4341
734	11996	4325
735	12012	4308
736	12029	4292
737	12046	4276
738	12066	4261
739	12084	4246
740	12103	4230
741	12120	4214
742	12136	4197
743	12153	4181
744	12168	4165
745	12185	4149
746	12201	4132
747	12218	4116
748	12234	4100
749	12250	4083
750	12267	4067
751	12284	4051
752	12302	4035
753	12319	4019
754	12335	4002
755	12351	3986
756	12367	3969
757	12382	3953
758	12399	3937
759	12415	3920
760	12430	3903
761	12446	3887
762	12461	3870
763	12477	3854
764	12494	3838
765	12510	3821
766	12526	3805
767	12542	3789
768	12558	3772
769	12574	3756
770	12590	3739
771	12606	3723
772	12622	3706
773	12637	3690
774	12653	3673
775	12669	3657
776	12685	3640
777	12700	3624
778	12717	3607
779	12733	3591
780	12749	3575
781	12764	3558
782	12780	3542
783	12797	3525
784	12812	3509
785	12828	3492
786	12844	3476
787	12861	3460
788	12880	3444
789	12898	3428
790	12914	3412
791	12930	3395
792	12946	3379
793	12962	3362
794	12977	3346
795	12992	3329
796	13009	3313
797	13025	3297
798	13040	3280
799	13056	3264
800	13073	3248
801	13089	3231
802	13105	3215
803	13121	3198
804	13137	3182
805	13154	3166
806	13169	3149
807	13184	3132
808	13200	3116
809	13217	3100
810	13233	3084
811	13250	3067
812	13265	3051
813	13281	3034
814	13297	3018
815	13313	3002
816	13329	2985
817	13347	2969
818	13365	2953
819	13382	2937
820	13398	2921
821	13413	2904
822	13429	2888
823	13445	2871
824	13461	2855
825	13476	2838
826	13492	2822
827	13508	2806
828	13523	2789
829	13538	2772
830	13555	2756
831	13571	2740
832	13586	2723
833	13603	2707
834	13618	2691
835	13633	2674
836	13649	2658
837	13666	2642
838	13682	2625
839	13697	2609
840	13714	2592
841	13730	2576
842	13746	2560
843	13763	2543
844	13779	2527
845	13796	2511
846	13812	2495
847	13828	2478
848	13845	2462
849	13861	2446
850	13877	2429
851	13894	2413
852	13910	2397
853	13927	2381
854	13944	2364
855	13961	2348
856	13979	2332
857	13997	2316
858	14013	2300
859	14032	2284
860	14050	2268
861	14068	2252
862	14088	2236
863	14108	2220
864	14124	2204
865	14140	2187
866	14157	2171
867	14173	2155
868	14190	2139
869	14207	2122
870	14222	2106
871	14238	2090
872	14254	2073
873	14270	2057
874	14287	2041
875	14303	2024
876	14319	2008
877	14334	1991
878	14351	1975
879	14366	1959
880	14383	1942
881	14400	1926
882	14416	1910
883	14432	1893
884	14448	1877
885	14463	1861
886	14479	1844
887	14497	1828
888	14512	1812
889	14528	1795
890	14544	1779
891	14560	1762
892	14576	1746
893	14593	1730
894	14608	1713
895	14624	1697
896	14640	1681
897	14656	1664
898	14671	1648
899	14688	1632
900	14704	1615
901	14720	1599
902	14736	1582
903	14752	1566
904	14768	1550
905	14784	1533
906	14800	1517
907	14816	1501
908	14831	1484
909	14848	1468
910	14863	1452
911	14889	1436
912	14906	1420
913	14922	1404
914	14938	1387
915	14953	1371
916	14969	1354
917	14985	1338
918	15001	1322
919	15017	1305
920	15034	1289
921	15051	1273
922	15068	1257
923	15086	1240
924	15103	1224
925	15119	1208
926	15135	1191
927	15151	1175
928	15167	1159
929	15194	1143
930	15209	1127
931	15225	1110
932	15241	1094
933	15257	1078
934	15272	1061
935	15288	1045
936	15305	1029
937	15321	1012
938	15337	996
939	15353	980
940	15368	963
941	15384	947
942	15400	930
943	15416	914
944	15431	898
945	15447	881
946	15464	865
947	15479	849
948	15496	832
949	15512	816
950	15527	800
951	15544	783
952	15561	767
953	15576	751
954	15592	734
955	15608	718
956	15624	702
957	15640	685
958	15656	669
959	15672	653
960	15687	636
961	15703	620
962	15720	603
963	15735	587
964	15752	571
965	15770	555
966	15788	538
967	15805	522
968	15822	506
969	15839	489
970	15855	473
971	15871	457
972	15887	440
973	15904	424
974	15921	408
975	15936	391
976	15953	375
977	15969	359
978	15985	342
979	16002	326
980	16019	310
981	16036	293
982	16052	277
983	16072	261
984	16089	245
985	16107	228
986	16124	212
987	16142	196
988	16159	179
989	16176	163
990	16193	147
991	16210	130
992	16226	114
993	16242	98
994	16259	81
995	16276	65
996	16295	49
997	16314	32
998	16330	16
999	16347	0
