iter	Logloss
0	0.6473539181
1	0.6083406121
2	0.5753395502
3	0.5402947078
4	0.5095209806
5	0.4838970952
6	0.4558369363
7	0.4309294006
8	0.4050259203
9	0.3822692571
10	0.3636904171
11	0.3448040171
12	0.3229979709
13	0.3116584735
14	0.2943064795
15	0.2833081732
16	0.2691163758
17	0.2600895669
18	0.2495894151
19	0.239969589
20	0.2270701327
21	0.2196091309
22	0.2112149307
23	0.2036709733
24	0.196677819
25	0.1910714897
26	0.1851761268
27	0.1782278513
28	0.1750169277
29	0.1681097444
30	0.1622457125
31	0.1527553057
32	0.1482240619
33	0.1426515459
34	0.1382509835
35	0.13387366
36	0.1297939671
37	0.1260962067
38	0.1227208443
39	0.1181269947
40	0.1131690797
41	0.1102396934
42	0.1081179432
43	0.1037695104
44	0.1006342005
45	0.09821476355
46	0.09555974798
47	0.0933142935
48	0.09117315418
49	0.08832549637
50	0.08627027189
51	0.08442104109
52	0.08265557936
53	0.07993679383
54	0.07789030668
55	0.07648115455
56	0.0749199755
57	0.07279746087
58	0.07073866011
59	0.06983934513
60	0.06835732105
61	0.06670875456
62	0.0655494511
63	0.06374912416
64	0.06211474358
65	0.06108229986
66	0.05965154279
67	0.05675191324
68	0.05615698519
69	0.05519391427
70	0.05422436397
71	0.05331760893
72	0.05208795094
73	0.05111063801
74	0.0505725132
75	0.0492800845
76	0.04844598051
77	0.04770231782
78	0.04609424042
79	0.04511479926
80	0.04438079252
81	0.04365404002
82	0.04315016333
83	0.0425996162
84	0.04220241431
85	0.04115002056
86	0.04011938952
87	0.03959628157
88	0.03907085955
89	0.03832224266
90	0.03770832878
91	0.0371698323
92	0.03672632461
93	0.03636287999
94	0.03588166359
95	0.03511848563
96	0.0345485705
97	0.03401152908
98	0.03314436906
99	0.03230811229
100	0.0318226289
101	0.03126822149
102	0.03088073516
103	0.03016262533
104	0.02978306992
105	0.02933331251
106	0.02896133565
107	0.02843031781
108	0.02813466472
109	0.02765061184
110	0.02733268063
111	0.02672208707
112	0.02649264598
113	0.02619944719
114	0.02590980891
115	0.0252917823
116	0.02494746376
117	0.0246175748
118	0.02422235564
119	0.02395798973
120	0.02359747801
121	0.02324815794
122	0.0227414325
123	0.02237695181
124	0.02203169888
125	0.02178435886
126	0.02145368978
127	0.02105332008
128	0.02050618794
129	0.02019832466
130	0.01979932236
131	0.0195685051
132	0.01941083326
133	0.0191849667
134	0.01891717702
135	0.01867550646
136	0.01837197678
137	0.01813139137
138	0.01783107509
139	0.01761633531
140	0.01735022333
141	0.01717929297
142	0.01702951699
143	0.01677851129
144	0.01664403092
145	0.01644082815
146	0.01630300466
147	0.01611819869
148	0.01587900172
149	0.01576063214
150	0.01550880073
151	0.01537548792
152	0.01524274485
153	0.01510808217
154	0.01495957192
155	0.01478676401
156	0.0146033193
157	0.01450881875
158	0.01436984613
159	0.01426531272
160	0.01405177905
161	0.01393839347
162	0.01377369004
163	0.01369011906
164	0.01358891562
165	0.01349826396
166	0.01339632949
167	0.01330107424
168	0.01320849244
169	0.01310744327
170	0.01301862183
171	0.01293401565
172	0.01286277319
173	0.01277642358
174	0.01268667563
175	0.01259599154
176	0.01251464171
177	0.01242979975
178	0.01234173826
179	0.01225478646
180	0.01217382845
181	0.01210671799
182	0.01202827301
183	0.011941408
184	0.01186117137
185	0.01178532708
186	0.01170831612
187	0.01163594555
188	0.01156118204
189	0.0114946799
190	0.01142914196
191	0.01135416544
192	0.01128358126
193	0.01121749197
194	0.0111529638
195	0.01108212893
196	0.01101409461
197	0.01095253703
198	0.0108857693
199	0.01082189853
200	0.01076206686
201	0.01070011659
202	0.01063803308
203	0.01057535353
204	0.01051530009
205	0.0104539634
206	0.01039403794
207	0.01033439121
208	0.01027527567
209	0.01022139394
210	0.0101684317
211	0.01011714102
212	0.01006537438
213	0.01000903396
214	0.009960088901
